1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.70001,0.0,0.16667,0.08696,0.0,0.12927,0.23529,0.125,0.0,0.14412,0.0,0.47698,0.0,0.0,0.20643,0.16158,0.0,0.09725,0.0,0.06776,0.11109,0.15394,0.12514,0.0,0.19043,0.14096,0.0,0.0,0.18225,0.0,0.13333,0.0,0.0,0.0,0.0,0.0,0.16715,0.0,0.0,0.09941,0.0,0.0,0.0,0.21053,0.0,0.0,0.0,0.0,0.20643,0.13911,0.0,0.0,0.0,0.20643,0.0,0.20643,0.0,0.0,0.0,0.06776,0.0,0.12519,0.0,0.0,0.0,0.0,0.0,0.0,0.11457,0.0,0.0,0.0,0.0,0.0,0.15436,0.0,0.11789,0.0,0.0,0.0,0.12354,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.70001,0.0,1.0,0.0,0.12281,0.06335,0.0,0.10123,0.15643,0.09859,0.0,0.11012,0.0,0.33857,0.0,0.0,0.14312,0.12003,0.0,0.08048,0.0,0.05251,0.07526,0.11576,0.08145,0.0,0.13524,0.08787,0.0,0.0,0.13107,0.0,0.08485,0.0,0.0,0.0,0.0,0.0,0.12307,0.0,0.0,0.08196,0.0,0.0,0.0,0.14508,0.0,0.0,0.0,0.0,0.14312,0.10717,0.0,0.0,0.0,0.14312,0.0,0.14312,0.0,0.0,0.0,0.05251,0.0,0.09871,0.0,0.0,0.0,0.0,0.0,0.0,0.09199,0.0,0.0,0.0,0.0,0.0,0.11599,0.0,0.07832,0.0,0.0,0.0,0.08078,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1671,0.0,0.15381,0.0,0.0,0.0,0.4325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13003,0.0,0.0,0.22212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.16667,0.0,0.12281,0.0,1.0,0.07407,0.0,0.11447,0.19048,0.27778,0.0,0.31492,0.0,0.16022,0.0,0.0,0.17111,0.34777,0.0,0.08863,0.0,0.05968,0.09089,0.1334,0.10009,0.0,0.0,0.10996,0.0,0.0,0.0,0.0,0.10526,0.0,0.0,0.0,0.09105,0.0,0.14321,0.0,0.0,0.22606,0.0,0.0,0.07822,0.43479,0.0,0.1,0.0,0.0,0.17111,0.12212,0.0,0.0,0.0,0.17111,0.07527,0.17111,0.0,0.0,0.0,0.05968,0.0,0.27815,0.0,0.0,0.07528,0.0,0.0,0.0,0.25698,0.0,0.10996,0.0,0.0,0.0,0.3343,0.0,0.0954,0.0,0.0,0.0,0.09907,0.0,0.0,0.0,0.0
0.0,0.0,0.08696,0.0,0.06335,0.0,0.07407,1.0,0.0,0.05892,0.1,0.05714,0.0,0.19509,0.0,0.25036,0.0,0.0,0.26813,0.07206,0.0,0.13596,0.0,0.79965,0.19045,0.069,0.31608,0.0,0.0,0.23271,0.0,0.0,0.0,0.0,0.22222,0.0,0.0,0.0,0.0,0.0,0.07426,0.0,0.0,0.13877,0.0,0.0,0.0,0.09091,0.0,0.0,0.0,0.0,0.08938,0.06298,0.0,0.0,0.0,0.26813,0.0,0.26813,0.0,0.0,0.0,0.79965,0.0,0.17166,0.0,0.0,0.0,0.0,0.0,0.0,0.05275,0.0,0.0,0.0,0.0,0.0,0.06917,0.0,0.30052,0.0,0.0,0.0,0.20846,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.1671,0.0,0.0,1.0,0.0,0.30851,0.0,0.0,0.0,0.07214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.12927,0.0,0.10123,0.0,0.11447,0.05892,0.0,1.0,0.14315,0.09315,0.0,0.10336,0.23418,0.12536,0.0,0.0,0.13192,0.11205,0.0,0.49927,0.0,0.04943,0.06909,0.32496,0.07428,0.0,0.0,0.07958,0.0,0.0,0.0,0.0,0.07709,0.0,0.0,0.0,0.0,0.0,0.28674,0.0,0.0,0.07816,0.0,0.0,0.0,0.13359,0.0,0.0,0.0,0.0,0.13192,0.30228,0.0,0.0,0.0,0.13192,0.0,0.13192,0.0,0.0,0.0,0.04943,0.0,0.09325,0.0,0.0,0.0,0.0,0.07958,0.0,0.08723,0.0,0.0,0.0,0.0,0.0,0.10853,0.0,0.07166,0.0,0.0,0.0,0.07371,0.0,0.0,0.0,0.0
